"name","mean_degree","mean_betweenness","n_individual_projects","unique_partners","first_year","last_year","n_buildings","объект.культурного.наследия.регионального.значения","выявленный.объект.культурного.наследия","объект.культурного.наследия.федерального.значения","total","full_name","birth","death","birth_year","leningrad_authors_n_mentions","leningrad_authors_normalized_score","leningrad_authors_mean_order","leningrad_discussed_mentions","leningrad_discussed_normalized_score","leningrad_discussed_mean_order","studio1936","studio_head1936","board_member1940","board_member1945","constr_birth","year_checked","pre_revolution","constructivist","age_1917","age_1940","degree1940","betweenness1940"
"Брусов Я. Я.",1,0,1,1,1908,1908,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Мокин С. А.",1,0,3,1,1909,1909,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Веревкин Н. Н.",1,0,4,1,1909,1909,1,0,0,0,0,"Веревкин Николай Николаевич","1877","1920",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877,"yes",1,0,40,63,NA,NA
"Титов С. И.",1,0,3,1,1910,1910,1,0,0,0,0,"Титов Сергей Иванович","08.03.1868",NA,1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,"yes",1,0,49,72,NA,NA
"Дмитревский К. И.",1,0,NA,1,1910,1910,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Лялевич М. С.",1,0,13,1,1910,1910,1,0,0,0,0,"Лялевич Мариан Станиславович","21.11.1876","21.08.1944",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876,"yes",1,0,41,64,NA,NA
"Астафьев Г. И.",1,0,1,1,1911,1911,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Галензовский С. П.",1,0,1,1,1911,1911,2,0,0,0,0,"Галензовский Стефан Петрович","1863","1922",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863,"yes",1,0,54,77,NA,NA
"Сунцов М. Е.",1,0,1,1,1911,1911,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Бартошевич Г. В.",1,0,NA,1,1911,1911,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Геллерт Л. Ф.",1,0,1,1,1911,1911,1,0,0,0,0,"Геллерт Людвиг Федорович","1881",NA,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1881,"yes",1,0,36,59,NA,NA
"Кохендерфер К. К.",1,0,2,1,1912,1912,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Иванов В. Ф.",1,0,5,1,1912,1912,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Коварский Я. М.",1,0,2,1,1912,1912,1,0,0,0,0,"Коварский Яков Моисеевич","1883","1973",1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883,"yes",1,0,34,57,NA,NA
"Липавский Б. А.",1,0,1,1,1912,1912,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Пашихин А. А.",1,0,1,1,1912,1912,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,"no",1,0,45,68,NA,NA
"Берлин А. Л.",1,0,1,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Огородников Б. Е.",1,0,1,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Розеноер С.",1,0,NA,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Турковский С. Я.",1,0,1,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Голубин В. П.",1,0,6,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Эдель Е. Ф.",1,0,2,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Артемьев И. А.",1,0,NA,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Войневич Г. В.",1,0,4,1,1913,1913,1,0,0,0,0,"Войневич Герман Викторович","1853","1913",1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,"yes",1,0,64,87,NA,NA
"Романченко Н. Ф.",1,0,2,1,1913,1913,1,0,0,0,0,"Романченко Николай Филиппович","1869","1923",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,"yes",1,0,48,71,NA,NA
"Михин С. И.",1,0,NA,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Стаборовский А. А.",1,0,NA,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Гинц Г. Е.",1,0,2,1,1913,1913,1,0,0,0,0,"Гинц Георгий (Григорий) Евстафьевич","1879","1920",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,"yes",1,0,38,61,NA,NA
"Савримович И. А.",1,0,NA,1,1913,1913,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,"no",1,0,44,67,NA,NA
"Марфельд Р. Р.",1,0,6,1,1914,1914,1,0,0,0,0,"Марфельд Роберт Робертович","1852","1921",1852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,"yes",1,0,65,88,NA,NA
"Иванов Л. Г.",1,0,NA,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Сегаль М. И.",1,0,9,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Раппопорт А. Б.",1,0,NA,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Штайгер О. Г.",1,0,NA,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Яковлев И. И.",1,0,10,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Акимов-Перетц Д. Я.",1,0,NA,1,1914,1914,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,"no",1,0,43,66,NA,NA
"Экскузович И. В.",1,0,2,1,1914,1914,1,0,0,0,0,"Экскузович Иван Васильевич","1882","1942",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882,"yes",1,0,35,58,NA,NA
"Березовский Н. М.",1,0,NA,1,1915,1915,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1875,"no",1,0,42,65,NA,NA
"Нагель Н. Н.",1,0,1,1,1916,1916,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Степанов Н. П.",1,0,NA,1,1916,1916,1,0,0,0,0,"Степанов Николай Николаевич",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Новик И. С.",1,0,NA,1,1916,1916,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Яругский Л. М.",1,0,NA,1,1916,1916,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Лукницкий Н. Н.",1,0,NA,1,1916,1916,1,0,0,0,0,"Лукницкий Николай Николаевич","1876","1951",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876,"yes",1,0,41,64,NA,NA
"Боткин Б. Я.",1,0,NA,1,1916,1916,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Боссе Г. А.",1,0,NA,1,1916,1916,1,0,0,0,0,"Боссе Гаральд Юлиус (Гаральд Эрнестович, Юлий Андреевич)","28.09.1812","26.02.1894",1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,"no",1,0,47,70,NA,NA
"Будневич М. В.",1,0,NA,1,1917,1917,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"no",1,0,46,69,NA,NA
"Штаерман М. Н.",1,0,NA,1,1926,1926,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892,"no",0,1,25,48,NA,NA
"Рыбин Н. Ф.",1,0,3,1,1927,1928,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893,"no",0,1,24,47,NA,NA
"Пронин А. С.",1,0,2,1,1927,1927,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893,"no",0,1,24,47,NA,NA
"Альванг В. А.",1,0,NA,1,1928,1933,14,0,0,0,0,"Альванг Виктор Александрович","1883","1952",1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883,"yes",0,1,34,57,1,0
"Лыхин Ф. А.",1,0,3,1,1930,1930,1,0,0,0,0,"Лыхин Федор Александрович","1881","1934",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1881,"yes",0,1,36,59,NA,NA
"Полтавский М. В.",1,0,NA,1,1931,1938,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,1,18,41,1,0
"Кузнецов Ф. К.",1,0,NA,1,1932,1932,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,1,17,40,1,0
"Валевич А. С.",1,0,NA,1,1932,1932,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,1,17,40,1,0
"Марсаков Г. П.",1,0,1,1,1933,1933,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,"no",0,0,16,39,1,0
"Дмитриев К.",1,0,NA,1,1933,1933,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,"no",0,0,16,39,1,0
"Рюмин А. С.",1,0,NA,1,1935,1937,2,0,0,0,0,"Рюмин Александр Федорович","1893","1942",1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893,"yes",0,0,24,47,1,0
"Греков Н.",1,0,NA,1,1936,1937,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Лобода А. А.",1,0,NA,1,1936,1938,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other",0,NA,NA,1899,"no",0,0,18,41,1,0
"Липкин М. М.",1,0,NA,1,1936,1937,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4th studio",0,NA,NA,1899,"no",0,0,18,41,1,0
"Валевич А. В.",1,0,NA,1,1936,1936,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Завалишин Ю. А.",1,0,NA,1,1936,1936,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Кашин-Линде К. И.",1,0,NA,1,1936,1936,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Марков В. Ф.",1,0,NA,1,1936,1936,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Попов Вяч. В.",1,0,5,1,1936,1936,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Ашастин В. А.",1,0,NA,1,1936,1936,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Захаров С. Е.",1,0,NA,1,1936,1936,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"no",0,0,18,41,1,0
"Пащенко Ф. Н.",1,0,2,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,2,0.14,4,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Бобров О. В.",1,0,NA,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Крылов В. К.",1,0,NA,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,1,0.1,6,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Левейкин М. Э.",1,0,NA,1,1937,1938,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Малиновский С. В.",1,0,NA,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other",0,NA,NA,1900,"no",0,0,17,40,1,0
"Горбунов В. В.",1,0,NA,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Степанов П. С.",1,0,NA,1,1937,1937,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,"no",0,0,17,40,1,0
"Брусиловский М. И.",1,0,1,1,1938,1941,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st studio",0,NA,NA,1901,"no",0,0,16,39,1,0
"Тарасенкова Т. Ф.",1,0,NA,1,1938,1938,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,"no",0,0,16,39,1,0
"Ребортович Б. С.",1,0,NA,1,1938,1938,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,"no",0,0,16,39,1,0
"Шапиро Т. М.",1,0,6,1,1938,1938,1,0,0,0,0,"Шапиро Тевель Маркович","1898","1983",1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898,"yes",0,0,19,42,1,0
"Райц Г. С.",1,0,NA,1,1939,1939,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,1,0
"Виноградов А. Н.",1,0,NA,1,1939,1939,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,1,0
"Эфроимович А. И.",1,0,3,1,1939,1939,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,1,0
"Жуковский П. Н.",1,0,NA,1,1939,1939,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,1,0
"Мицкевич Я. Я.",1,0,NA,1,1939,1939,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,"no",0,0,15,38,1,0
"Агафонов К. Н.",1,0,NA,1,1940,1950,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1903,"no",0,0,14,37,1,0
"Арнольд А. М.",1,0,NA,1,1941,1941,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,"no",0,0,4,27,NA,NA
"Романовский А. П.",1,0,NA,1,1941,1941,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,"no",0,0,4,27,NA,NA
"Грушке А. А.",1,0,NA,1,1949,1955,9,0,0,0,0,"Грушке Андрей Александрович","1912","1989",1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"yes",0,0,5,28,NA,NA
"Попов В. В.",1,0,NA,1,1950,1950,1,0,0,0,0,NA,NA,NA,NA,2,0.15,1,1,0.08,6,"1st studio",0,NA,NA,1913,"no",0,0,4,27,NA,NA
"Дроздов Н. Ф.",1,0,NA,1,1950,1950,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,"no",0,0,4,27,NA,NA
"Вайтенс Г. А.",1,0,NA,1,1951,1951,1,0,0,0,0,"Вайтенс Георгий Андреевич","1909","1998",1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909,"yes",0,0,8,31,NA,NA
"Дорошенко Д. С.",1,0,NA,1,1951,1951,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"no",0,0,5,28,NA,NA
"Бархин Б. Г.",1,0,NA,1,1951,1953,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,"no",0,0,5,28,NA,NA
"Лавровская Е. М.",1,0,NA,1,1952,1952,1,0,0,0,0,"Лавровская Елена Михайловна","1926",NA,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,"yes",0,0,-9,14,NA,NA
"Поздняков В. В.",1,0,NA,1,1952,1952,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,"no",0,0,4,27,NA,NA
"Гольдвассер Л. М.",1,0,1,1,1953,1953,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,"no",0,0,3,26,NA,NA
"Чупина Л. С.",1,0,NA,1,1953,1954,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,"no",0,0,3,26,NA,NA
"Владиславлева Н. А.",1,0,NA,1,1953,1953,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,"no",0,0,3,26,NA,NA
"Красиков С. Г.",1,0,NA,1,1953,1953,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,"no",0,0,3,26,NA,NA
"Файнберг М. Л.",1,0,NA,1,1953,1956,2,0,0,0,0,"Файнберг Михаил Лазаревич","1920","1971",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"yes",0,0,-3,20,NA,NA
"Липовецкая Т. А.",1,0,NA,1,1954,1954,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,"no",0,0,2,25,NA,NA
"Персидская Л. А.",1,0,NA,1,1954,1958,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,"no",0,0,2,25,NA,NA
"Филиппова В. А.",1,0,NA,1,1955,1955,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"no",0,0,1,24,NA,NA
"Ефремов П. П.",1,0,NA,1,1955,1955,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"no",0,0,1,24,NA,NA
"Каплунов З. В.",1,0,NA,1,1955,1955,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"no",0,0,1,24,NA,NA
"Яснопольская В. Л.",1,0,NA,1,1955,1955,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"no",0,0,1,24,NA,NA
"Щуко Ю. В.",1,0,1,1,1956,1963,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,"no",0,0,0,23,NA,NA
"Устинова О. К.",1,0,1,1,1956,1956,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,"no",0,0,0,23,NA,NA
"Тихонова Л. Н.",1,0,NA,1,1957,1957,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,"no",0,0,-1,22,NA,NA
"Гольверк И. В.",1,0,NA,1,1957,1957,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3rd studio",0,NA,NA,1918,"no",0,0,-1,22,NA,NA
"Михайлов М. Н.",1,0,1,1,1957,1957,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,"no",0,0,-1,22,NA,NA
"Розен Р. Я.",1,0,NA,1,1957,1957,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,"no",0,0,-1,22,NA,NA
"Трубников П. И.",1,0,5,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd studio",0,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Козулин З.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Зигельберг В. Л.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Алексеева М. Е.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Полухин В. Н.",1,0,NA,1,1959,1959,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,"no",0,0,-3,20,NA,NA
"Гринцберг А. С.",1,0,NA,1,1960,1960,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,"no",0,0,-4,19,NA,NA
"Артемьева И. Б.",1,0,NA,1,1961,1961,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,"no",0,0,-8,15,NA,NA
"Шувалова В. П.",1,0,NA,1,1961,1963,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,"no",0,0,-8,15,NA,NA
"Юрков Ю. Л.",1,0,NA,1,1962,1964,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,"no",0,0,-9,14,NA,NA
"Изоитко А. П.",1,0,NA,1,1963,1963,1,0,0,0,0,"Изоитко Аскольд Петрович","1929","2012",1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,"yes",0,0,-12,11,NA,NA
"Кайтмазов Л. В.",1,0,1,1,1963,1963,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,"no",0,0,-10,13,NA,NA
"Ушаков С. А.",1,0,NA,1,1963,1963,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,"no",0,0,-10,13,NA,NA
"Маслов А. А.",1,0,NA,1,1963,1963,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,"no",0,0,-10,13,NA,NA
"Болтунова Е. А.",1,0,NA,1,1963,1963,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,"no",0,0,-10,13,NA,NA
"Ксенофонтов В. С.",1,0,NA,1,1964,1964,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"no",0,0,-11,12,NA,NA
"Пясковская С. С.",1,0,NA,1,1964,1964,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"no",0,0,-11,12,NA,NA
"Фёдорова Н. И.",1,0,NA,1,1964,1964,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,"no",0,0,-11,12,NA,NA
"Рязанцев П. П.",1,0,NA,1,1965,1965,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,"no",0,0,-12,11,NA,NA
"Князев И. Н.",1,0,1,1,1965,1965,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,"no",0,0,-12,11,NA,NA
"Соколов А. А.",1,0,3,1,1965,1965,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,"no",0,0,-12,11,NA,NA
"Поляков Л. М.",1.03448275862069,0,NA,3,1937,1956,3,1,0,0,1,"Поляков Леонид Михайлович","21.08.1906","19.06.1965",1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906,"yes",0,0,11,34,2,0
"Томишко А. И.",1.05263157894737,0.0116279069767442,7,2,1881,1890,4,1,1,0,2,"Томишко Антоний Осипович","06.04.1851","20.10.1900",1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851,"yes",1,0,66,89,NA,NA
"Федяков Ф. Ф.",1.05263157894737,0.0116279069767442,3,2,1891,1900,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,"no",1,0,67,90,NA,NA
"Павлов П. П.",1.05263157894737,0.0116279069767442,6,2,1903,1912,2,0,0,0,0,"Павлов Павел Павлович","1882","1977",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882,"yes",1,0,35,58,NA,NA
